Filename,Identifier,Microscope,Objective,Mag,Accession,EarBundles,Ear row,Ear Position,Spk position,Position type,taxon.code,View,Charred?
1461_T116001_A_R22_1of1_Timo_1x1_p_uc,1461,Nikon,1x,1,T116001,A,R22,Top,1of1,Solo,Timo,p,uc
1462_T116001_B_R1_1of2_Timo_1x1_d_uc,1462,Nikon,1x,1,T116001,B,R1,Base,1of2,External,Timo,d,uc
1463_T116001_B_R1_1of2_Timo_1x1_l_uc,1463,Nikon,1x,1,T116001,B,R1,Base,1of2,External,Timo,l,uc
1464_T116001_B_R1_1of2_Timo_1x1_p_uc,1464,Nikon,1x,1,T116001,B,R1,Base,1of2,External,Timo,p,uc
1465_T116001_B_R1_2of2_Timo_1x1_d_uc,1465,Nikon,1x,1,T116001,B,R1,Base,2of2,External,Timo,d,uc
1466_T116001_B_R1_2of2_Timo_1x1_l_uc,1466,Nikon,1x,1,T116001,B,R1,Base,2of2,External,Timo,l,uc
1467_T116001_B_R1_2of2_Timo_1x1_p_uc,1467,Nikon,1x,1,T116001,B,R1,Base,2of2,External,Timo,p,uc
1468_T116001_B_R2_1of2_Timo_1x1_d_uc,1468,Nikon,1x,1,T116001,B,R2,Base,1of2,External,Timo,d,uc
1469_T116001_B_R2_1of2_Timo_1x1_l_uc,1469,Nikon,1x,1,T116001,B,R2,Base,1of2,External,Timo,l,uc
1470_T116001_B_R2_1of2_Timo_1x1_p_uc,1470,Nikon,1x,1,T116001,B,R2,Base,1of2,External,Timo,p,uc
1471_T116001_B_R10_1of2_Timo_1x1_d_uc,1471,Nikon,1x,1,T116001,B,R10,Mid,1of2,External,Timo,d,uc
1472_T116001_B_R10_1of2_Timo_1x1_l_uc,1472,Nikon,1x,1,T116001,B,R10,Mid,1of2,External,Timo,l,uc
1473_T116001_B_R10_1of2_Timo_1x1_p_uc,1473,Nikon,1x,1,T116001,B,R10,Mid,1of2,External,Timo,p,uc
1474_T116001_B_R10_2of2_Timo_1x1_d_uc,1474,Nikon,1x,1,T116001,B,R10,Mid,2of2,External,Timo,d,uc
1475_T116001_B_R10_2of2_Timo_1x1_l_uc,1475,Nikon,1x,1,T116001,B,R10,Mid,2of2,External,Timo,l,uc
1476_T116001_B_R10_2of2_Timo_1x1_p_uc,1476,Nikon,1x,1,T116001,B,R10,Mid,2of2,External,Timo,p,uc
1477_T116001_B_R11_2of2_Timo_1x1_d_uc,1477,Nikon,1x,1,T116001,B,R11,Mid,2of2,External,Timo,d,uc
1478_T116001_B_R11_2of2_Timo_1x1_l_uc,1478,Nikon,1x,1,T116001,B,R11,Mid,2of2,External,Timo,l,uc
1479_T116001_B_R11_2of2_Timo_1x1_p_uc,1479,Nikon,1x,1,T116001,B,R11,Mid,2of2,External,Timo,p,uc
1480_T116001_B_R18_1of1_Timo_1x1_d_uc,1480,Nikon,1x,1,T116001,B,R18,Top,1of1,Solo,Timo,d,uc
1481_T116001_B_R18_1of1_Timo_1x1_l_uc,1481,Nikon,1x,1,T116001,B,R18,Top,1of1,Solo,Timo,l,uc
1482_T116001_B_R18_1of1_Timo_1x1_p_uc,1482,Nikon,1x,1,T116001,B,R18,Top,1of1,Solo,Timo,p,uc
1483_T116001_B_R19_1of1_Timo_1x1_d_uc,1483,Nikon,1x,1,T116001,B,R19,Top,1of1,Solo,Timo,d,uc
1484_T116001_B_R19_1of1_Timo_1x1_l_uc,1484,Nikon,1x,1,T116001,B,R19,Top,1of1,Solo,Timo,l,uc
1485_T116001_B_R19_1of1_Timo_1x1_p_uc,1485,Nikon,1x,1,T116001,B,R19,Top,1of1,Solo,Timo,p,uc
1486_T116001_B_R20_1of1_Timo_1x1_d_uc,1486,Nikon,1x,1,T116001,B,R20,Top,1of1,Solo,Timo,d,uc
1487_T116001_B_R20_1of1_Timo_1x1_l_uc,1487,Nikon,1x,1,T116001,B,R20,Top,1of1,Solo,Timo,l,uc
1488_T116001_B_R20_1of1_Timo_1x1_p_uc,1488,Nikon,1x,1,T116001,B,R20,Top,1of1,Solo,Timo,p,uc
1489_T116001_C_R1_1of1_Timo_1x1_d_uc,1489,Nikon,1x,1,T116001,C,R1,Base,1of1,Solo,Timo,d,uc
1490_T116001_C_R1_1of1_Timo_1x1_l_uc,1490,Nikon,1x,1,T116001,C,R1,Base,1of1,Solo,Timo,l,uc
1491_T116001_C_R1_1of1_Timo_1x1_p_uc,1491,Nikon,1x,1,T116001,C,R1,Base,1of1,Solo,Timo,p,uc
1492_T116001_C_R2_1of2_Timo_1x1_d_uc,1492,Nikon,1x,1,T116001,C,R2,Base,1of2,External,Timo,d,uc
1493_T116001_C_R2_1of2_Timo_1x1_l_uc,1493,Nikon,1x,1,T116001,C,R2,Base,1of2,External,Timo,l,uc
1494_T116001_C_R2_1of2_Timo_1x1_p_uc,1494,Nikon,1x,1,T116001,C,R2,Base,1of2,External,Timo,p,uc
1495_T116001_C_R2_2of2_Timo_1x1_d_uc,1495,Nikon,1x,1,T116001,C,R2,Base,2of2,External,Timo,d,uc
1496_T116001_C_R2_2of2_Timo_1x1_l_uc,1496,Nikon,1x,1,T116001,C,R2,Base,2of2,External,Timo,l,uc
1497_T116001_C_R2_2of2_Timo_1x1_p_uc,1497,Nikon,1x,1,T116001,C,R2,Base,2of2,External,Timo,p,uc
1498_T116001_C_R11_1of2_Timo_1x1_d_uc,1498,Nikon,1x,1,T116001,C,R11,Mid,1of2,External,Timo,d,uc
1499_T116001_C_R11_1of2_Timo_1x1_l_uc,1499,Nikon,1x,1,T116001,C,R11,Mid,1of2,External,Timo,l,uc
1500_T116001_C_R11_1of2_Timo_1x1_p_uc,1500,Nikon,1x,1,T116001,C,R11,Mid,1of2,External,Timo,p,uc
1501_T116001_C_R11_2of2_Timo_1x1_d_uc,1501,Nikon,1x,1,T116001,C,R11,Mid,2of2,External,Timo,d,uc
1502_T116001_C_R11_2of2_Timo_1x1_l_uc,1502,Nikon,1x,1,T116001,C,R11,Mid,2of2,External,Timo,l,uc
1503_T116001_C_R11_2of2_Timo_1x1_p_uc,1503,Nikon,1x,1,T116001,C,R11,Mid,2of2,External,Timo,p,uc
1504_T116001_C_R12_2of2_Timo_1x1_d_uc,1504,Nikon,1x,1,T116001,C,R12,Mid,2of2,External,Timo,d,uc
1505_T116001_C_R12_2of2_Timo_1x1_l_uc,1505,Nikon,1x,1,T116001,C,R12,Mid,2of2,External,Timo,l,uc
1506_T116001_C_R12_2of2_Timo_1x1_p_uc,1506,Nikon,1x,1,T116001,C,R12,Mid,2of2,External,Timo,p,uc
1507_T116001_C_R20_1of2_Timo_1x1_d_uc,1507,Nikon,1x,1,T116001,C,R20,Top,1of2,External,Timo,d,uc
1508_T116001_C_R20_1of2_Timo_1x1_l_uc,1508,Nikon,1x,1,T116001,C,R20,Top,1of2,External,Timo,l,uc
1509_T116001_C_R20_1of2_Timo_1x1_p_uc,1509,Nikon,1x,1,T116001,C,R20,Top,1of2,External,Timo,p,uc
1510_T116001_C_R21_1of1_Timo_1x1_d_uc,1510,Nikon,1x,1,T116001,C,R21,Top,1of1,Solo,Timo,d,uc
1511_T116001_C_R21_1of1_Timo_1x1_l_uc,1511,Nikon,1x,1,T116001,C,R21,Top,1of1,Solo,Timo,l,uc
1512_T116001_C_R21_1of1_Timo_1x1_p_uc,1512,Nikon,1x,1,T116001,C,R21,Top,1of1,Solo,Timo,p,uc
1513_T116001_C_R22_1of1_Timo_1x1_d_uc,1513,Nikon,1x,1,T116001,C,R22,Top,1of1,Solo,Timo,d,uc
1514_T116001_C_R22_1of1_Timo_1x1_l_uc,1514,Nikon,1x,1,T116001,C,R22,Top,1of1,Solo,Timo,l,uc
1515_T116001_C_R22_1of1_Timo_1x1_p_uc,1515,Nikon,1x,1,T116001,C,R22,Top,1of1,Solo,Timo,p,uc
1678_T1070018_A_R1_1of2_Tdicm_1x1_d_uc,1678,Nikon,1x,1,T1070018,A,R1,Base,1of2,External,Tdicm,d,uc
1679_T1070018_A_R1_1of2_Tdicm_1x1_l_uc,1679,Nikon,1x,1,T1070018,A,R1,Base,1of2,External,Tdicm,l,uc
1680_T1070018_A_R1_1of2_Tdicm_1x1_p_uc,1680,Nikon,1x,1,T1070018,A,R1,Base,1of2,External,Tdicm,p,uc
1681_T1070018_A_R1_2of2_Tdicm_1x1_d_uc,1681,Nikon,1x,1,T1070018,A,R1,Base,2of2,External,Tdicm,d,uc
1682_T1070018_A_R1_2of2_Tdicm_1x1_l_uc,1682,Nikon,1x,1,T1070018,A,R1,Base,2of2,External,Tdicm,l,uc
1683_T1070018_A_R1_2of2_Tdicm_1x1_p_uc,1683,Nikon,1x,1,T1070018,A,R1,Base,2of2,External,Tdicm,p,uc
1684_T1070018_A_R2_1of2_Tdicm_1x1_d_uc,1684,Nikon,1x,1,T1070018,A,R2,Base,1of2,External,Tdicm,d,uc
1685_T1070018_A_R2_1of2_Tdicm_1x1_l_uc,1685,Nikon,1x,1,T1070018,A,R2,Base,1of2,External,Tdicm,l,uc
1686_T1070018_A_R2_1of2_Tdicm_1x1_p_uc,1686,Nikon,1x,1,T1070018,A,R2,Base,1of2,External,Tdicm,p,uc
1687_T1070018_A_R9_1of2_Tdicm_1x1_d_uc,1687,Nikon,1x,1,T1070018,A,R9,Mid,1of2,External,Tdicm,d,uc
1688_T1070018_A_R9_1of2_Tdicm_1x1_l_uc,1688,Nikon,1x,1,T1070018,A,R9,Mid,1of2,External,Tdicm,l,uc
1689_T1070018_A_R9_1of2_Tdicm_1x1_p_uc,1689,Nikon,1x,1,T1070018,A,R9,Mid,1of2,External,Tdicm,p,uc
1690_T1070018_A_R9_2of2_Tdicm_1x1_d_uc,1690,Nikon,1x,1,T1070018,A,R9,Mid,2of2,External,Tdicm,d,uc
1691_T1070018_A_R9_2of2_Tdicm_1x1_l_uc,1691,Nikon,1x,1,T1070018,A,R9,Mid,2of2,External,Tdicm,l,uc
1692_T1070018_A_R9_2of2_Tdicm_1x1_p_uc,1692,Nikon,1x,1,T1070018,A,R9,Mid,2of2,External,Tdicm,p,uc
1693_T1070018_A_R10_2of2_Tdicm_1x1_d_uc,1693,Nikon,1x,1,T1070018,A,R10,Mid,2of2,External,Tdicm,d,uc
1694_T1070018_A_R10_2of2_Tdicm_1x1_l_uc,1694,Nikon,1x,1,T1070018,A,R10,Mid,2of2,External,Tdicm,l,uc
1695_T1070018_A_R10_2of2_Tdicm_1x1_p_uc,1695,Nikon,1x,1,T1070018,A,R10,Mid,2of2,External,Tdicm,p,uc
1696_T1070018_A_R16_1of2_Tdicm_1x1_d_uc,1696,Nikon,1x,1,T1070018,A,R16,Top,1of2,External,Tdicm,d,uc
1697_T1070018_A_R16_1of2_Tdicm_1x1_l_uc,1697,Nikon,1x,1,T1070018,A,R16,Top,1of2,External,Tdicm,l,uc
1698_T1070018_A_R16_1of2_Tdicm_1x1_p_uc,1698,Nikon,1x,1,T1070018,A,R16,Top,1of2,External,Tdicm,p,uc
1699_T1070018_A_R16_2of2_Tdicm_1x1_d_uc,1699,Nikon,1x,1,T1070018,A,R16,Top,2of2,External,Tdicm,d,uc
1700_T1070018_A_R16_2of2_Tdicm_1x1_l_uc,1700,Nikon,1x,1,T1070018,A,R16,Top,2of2,External,Tdicm,l,uc
1701_T1070018_A_R16_2of2_Tdicm_1x1_p_uc,1701,Nikon,1x,1,T1070018,A,R16,Top,2of2,External,Tdicm,p,uc
1702_T1070018_A_R17_1of1_Tdicm_1x1_d_uc,1702,Nikon,1x,1,T1070018,A,R17,Top,1of1,Solo,Tdicm,d,uc
1703_T1070018_A_R17_1of1_Tdicm_1x1_l_uc,1703,Nikon,1x,1,T1070018,A,R17,Top,1of1,Solo,Tdicm,l,uc
1704_T1070018_A_R17_1of1_Tdicm_1x1_p_uc,1704,Nikon,1x,1,T1070018,A,R17,Top,1of1,Solo,Tdicm,p,uc
1705_T1070018_B_R1_1of2_Tdicm_1x1_d_uc,1705,Nikon,1x,1,T1070018,B,R1,Base,1of2,External,Tdicm,d,uc
1706_T1070018_B_R1_1of2_Tdicm_1x1_l_uc,1706,Nikon,1x,1,T1070018,B,R1,Base,1of2,External,Tdicm,l,uc
1707_T1070018_B_R1_1of2_Tdicm_1x1_p_uc,1707,Nikon,1x,1,T1070018,B,R1,Base,1of2,External,Tdicm,p,uc
1708_T1070018_B_R1_2of2_Tdicm_1x1_d_uc,1708,Nikon,1x,1,T1070018,B,R1,Base,2of2,External,Tdicm,d,uc
1709_T1070018_B_R1_2of2_Tdicm_1x1_l_uc,1709,Nikon,1x,1,T1070018,B,R1,Base,2of2,External,Tdicm,l,uc
1710_T1070018_B_R1_2of2_Tdicm_1x1_p_uc,1710,Nikon,1x,1,T1070018,B,R1,Base,2of2,External,Tdicm,p,uc
1711_T1070018_B_R2_2of2_Tdicm_1x1_d_uc,1711,Nikon,1x,1,T1070018,B,R2,Base,2of2,External,Tdicm,d,uc
1712_T1070018_B_R2_2of2_Tdicm_1x1_l_uc,1712,Nikon,1x,1,T1070018,B,R2,Base,2of2,External,Tdicm,l,uc
1713_T1070018_B_R2_2of2_Tdicm_1x1_p_uc,1713,Nikon,1x,1,T1070018,B,R2,Base,2of2,External,Tdicm,p,uc
1714_T1070018_B_R9_1of2_Tdicm_1x1_d_uc,1714,Nikon,1x,1,T1070018,B,R9,Mid,1of2,External,Tdicm,d,uc
1715_T1070018_B_R9_1of2_Tdicm_1x1_l_uc,1715,Nikon,1x,1,T1070018,B,R9,Mid,1of2,External,Tdicm,l,uc
1716_T1070018_B_R9_1of2_Tdicm_1x1_p_uc,1716,Nikon,1x,1,T1070018,B,R9,Mid,1of2,External,Tdicm,p,uc
1717_T1070018_B_R9_2of2_Tdicm_1x1_d_uc,1717,Nikon,1x,1,T1070018,B,R9,Mid,2of2,External,Tdicm,d,uc
1718_T1070018_B_R9_2of2_Tdicm_1x1_l_uc,1718,Nikon,1x,1,T1070018,B,R9,Mid,2of2,External,Tdicm,l,uc
1719_T1070018_B_R9_2of2_Tdicm_1x1_p_uc,1719,Nikon,1x,1,T1070018,B,R9,Mid,2of2,External,Tdicm,p,uc
1720_T1070018_B_R10_1of2_Tdicm_1x1_d_uc,1720,Nikon,1x,1,T1070018,B,R10,Mid,1of2,External,Tdicm,d,uc
1721_T1070018_B_R10_1of2_Tdicm_1x1_l_uc,1721,Nikon,1x,1,T1070018,B,R10,Mid,1of2,External,Tdicm,l,uc
1722_T1070018_B_R10_1of2_Tdicm_1x1_p_uc,1722,Nikon,1x,1,T1070018,B,R10,Mid,1of2,External,Tdicm,p,uc
1723_T1070018_B_R17_1of2_Tdicm_1x1_d_uc,1723,Nikon,1x,1,T1070018,B,R17,Top,1of2,External,Tdicm,d,uc
1724_T1070018_B_R17_1of2_Tdicm_1x1_l_uc,1724,Nikon,1x,1,T1070018,B,R17,Top,1of2,External,Tdicm,l,uc
1725_T1070018_B_R17_1of2_Tdicm_1x1_p_uc,1725,Nikon,1x,1,T1070018,B,R17,Top,1of2,External,Tdicm,p,uc
1726_T1070018_B_R17_2of2_Tdicm_1x1_d_uc,1726,Nikon,1x,1,T1070018,B,R17,Top,2of2,External,Tdicm,d,uc
1727_T1070018_B_R17_2of2_Tdicm_1x1_l_uc,1727,Nikon,1x,1,T1070018,B,R17,Top,2of2,External,Tdicm,l,uc
1728_T1070018_B_R17_2of2_Tdicm_1x1_p_uc,1728,Nikon,1x,1,T1070018,B,R17,Top,2of2,External,Tdicm,p,uc
1729_T1070018_B_R19_1of1_Tdicm_1x1_d_uc,1729,Nikon,1x,1,T1070018,B,R19,Top,1of1,Solo,Tdicm,d,uc
1730_T1070018_B_R19_1of1_Tdicm_1x1_l_uc,1730,Nikon,1x,1,T1070018,B,R19,Top,1of1,Solo,Tdicm,l,uc
1731_T1070018_B_R19_1of1_Tdicm_1x1_p_uc,1731,Nikon,1x,1,T1070018,B,R19,Top,1of1,Solo,Tdicm,p,uc
1732_T1070018_C_R1_1of2_Tdicm_1x1_d_uc,1732,Nikon,1x,1,T1070018,C,R1,Base,1of2,External,Tdicm,d,uc
1733_T1070018_C_R1_1of2_Tdicm_1x1_l_uc,1733,Nikon,1x,1,T1070018,C,R1,Base,1of2,External,Tdicm,l,uc
1734_T1070018_C_R1_1of2_Tdicm_1x1_p_uc,1734,Nikon,1x,1,T1070018,C,R1,Base,1of2,External,Tdicm,p,uc
1735_T1070018_C_R1_2of2_Tdicm_1x1_d_uc,1735,Nikon,1x,1,T1070018,C,R1,Base,2of2,External,Tdicm,d,uc
1736_T1070018_C_R1_2of2_Tdicm_1x1_l_uc,1736,Nikon,1x,1,T1070018,C,R1,Base,2of2,External,Tdicm,l,uc
1737_T1070018_C_R1_2of2_Tdicm_1x1_p_uc,1737,Nikon,1x,1,T1070018,C,R1,Base,2of2,External,Tdicm,p,uc
1738_T1070018_C_R2_1of2_Tdicm_1x1_d_uc,1738,Nikon,1x,1,T1070018,C,R2,Base,1of2,External,Tdicm,d,uc
1739_T1070018_C_R2_1of2_Tdicm_1x1_l_uc,1739,Nikon,1x,1,T1070018,C,R2,Base,1of2,External,Tdicm,l,uc
1740_T1070018_C_R2_1of2_Tdicm_1x1_p_uc,1740,Nikon,1x,1,T1070018,C,R2,Base,1of2,External,Tdicm,p,uc
1741_T1070018_C_R10_1of2_Tdicm_1x1_d_uc,1741,Nikon,1x,1,T1070018,C,R10,Mid,1of2,External,Tdicm,d,uc
1742_T1070018_C_R10_1of2_Tdicm_1x1_l_uc,1742,Nikon,1x,1,T1070018,C,R10,Mid,1of2,External,Tdicm,l,uc
1743_T1070018_C_R10_1of2_Tdicm_1x1_p_uc,1743,Nikon,1x,1,T1070018,C,R10,Mid,1of2,External,Tdicm,p,uc
1744_T1070018_C_R10_2of2_Tdicm_1x1_d_uc,1744,Nikon,1x,1,T1070018,C,R10,Mid,2of2,External,Tdicm,d,uc
1745_T1070018_C_R10_2of2_Tdicm_1x1_l_uc,1745,Nikon,1x,1,T1070018,C,R10,Mid,2of2,External,Tdicm,l,uc
1746_T1070018_C_R10_2of2_Tdicm_1x1_p_uc,1746,Nikon,1x,1,T1070018,C,R10,Mid,2of2,External,Tdicm,p,uc
1747_T1070018_C_R11_2of2_Tdicm_1x1_d_uc,1747,Nikon,1x,1,T1070018,C,R11,Mid,2of2,External,Tdicm,d,uc
1748_T1070018_C_R11_2of2_Tdicm_1x1_l_uc,1748,Nikon,1x,1,T1070018,C,R11,Mid,2of2,External,Tdicm,l,uc
1749_T1070018_C_R11_2of2_Tdicm_1x1_p_uc,1749,Nikon,1x,1,T1070018,C,R11,Mid,2of2,External,Tdicm,p,uc
1750_T1070018_C_R16_1of2_Tdicm_1x1_d_uc,1750,Nikon,1x,1,T1070018,C,R16,Top,1of2,External,Tdicm,d,uc
1751_T1070018_C_R16_1of2_Tdicm_1x1_l_uc,1751,Nikon,1x,1,T1070018,C,R16,Top,1of2,External,Tdicm,l,uc
1752_T1070018_C_R16_1of2_Tdicm_1x1_p_uc,1752,Nikon,1x,1,T1070018,C,R16,Top,1of2,External,Tdicm,p,uc
1753_T1070018_C_R17_1of1_Tdicm_1x1_d_uc,1753,Nikon,1x,1,T1070018,C,R17,Top,1of1,Solo,Tdicm,d,uc
1754_T1070018_C_R17_1of1_Tdicm_1x1_l_uc,1754,Nikon,1x,1,T1070018,C,R17,Top,1of1,Solo,Tdicm,l,uc
1755_T1070018_C_R17_1of1_Tdicm_1x1_p_uc,1755,Nikon,1x,1,T1070018,C,R17,Top,1of1,Solo,Tdicm,p,uc
1756_T1070018_C_R18_1of1_Tdicm_1x1_d_uc,1756,Nikon,1x,1,T1070018,C,R18,Top,1of1,Solo,Tdicm,d,uc
1757_T1070018_C_R18_1of1_Tdicm_1x1_l_uc,1757,Nikon,1x,1,T1070018,C,R18,Top,1of1,Solo,Tdicm,l,uc
1758_T1070018_C_R18_1of1_Tdicm_1x1_p_uc,1758,Nikon,1x,1,T1070018,C,R18,Top,1of1,Solo,Tdicm,p,uc
2812_CGN10497_VB13__1of2_Timo_1x1_d_uc,2812,Nikon,1x,1,CGN10497,VB13,,Base,1of2,External,Timo,d,uc
2813_CGN10497_VB13__1of2_Timo_1x1_l_uc,2813,Nikon,1x,1,CGN10497,VB13,,Base,1of2,External,Timo,l,uc
2814_CGN10497_VB13__1of2_Timo_1x1_p_uc,2814,Nikon,1x,1,CGN10497,VB13,,Base,1of2,External,Timo,p,uc
2815_CGN10497_VB13__2of2_Timo_1x1_d_uc,2815,Nikon,1x,1,CGN10497,VB13,,Base,2of2,External,Timo,d,uc
2816_CGN10497_VB13__2of2_Timo_1x1_l_uc,2816,Nikon,1x,1,CGN10497,VB13,,Base,2of2,External,Timo,l,uc
2817_CGN10497_VB13__2of2_Timo_1x1_p_uc,2817,Nikon,1x,1,CGN10497,VB13,,Base,2of2,External,Timo,p,uc
2818_CGN10497_VB12__1of1_Timo_1x1_d_uc,2818,Nikon,1x,1,CGN10497,VB12,,Base,1of1,Solo,Timo,d,uc
2819_CGN10497_VB12__1of1_Timo_1x1_l_uc,2819,Nikon,1x,1,CGN10497,VB12,,Base,1of1,Solo,Timo,l,uc
2820_CGN10497_VB12__1of1_Timo_1x1_p_uc,2820,Nikon,1x,1,CGN10497,VB12,,Base,1of1,Solo,Timo,p,uc
2821_CGN10497_VB11__1of2_Timo_1x1_d_uc,2821,Nikon,1x,1,CGN10497,VB11,,Base,1of2,External,Timo,d,uc
2822_CGN10497_VB11__1of2_Timo_1x1_l_uc,2822,Nikon,1x,1,CGN10497,VB11,,Base,1of2,External,Timo,l,uc
2823_CGN10497_VB11__1of2_Timo_1x1_p_uc,2823,Nikon,1x,1,CGN10497,VB11,,Base,1of2,External,Timo,p,uc
2824_CGN10497_VB11__2of2_Timo_1x1_d_uc,2824,Nikon,1x,1,CGN10497,VB11,,Base,2of2,External,Timo,d,uc
2825_CGN10497_VB11__2of2_Timo_1x1_l_uc,2825,Nikon,1x,1,CGN10497,VB11,,Base,2of2,External,Timo,l,uc
2826_CGN10497_VB11__2of2_Timo_1x1_p_uc,2826,Nikon,1x,1,CGN10497,VB11,,Base,2of2,External,Timo,p,uc
2827_CGN10497_VB11__1of2_Timo_1x1_d_uc,2827,Nikon,1x,1,CGN10497,VB11,,Base,1of2,External,Timo,d,uc
2828_CGN10497_VB11__1of2_Timo_1x1_l_uc,2828,Nikon,1x,1,CGN10497,VB11,,Base,1of2,External,Timo,l,uc
2829_CGN10497_VB11__1of2_Timo_1x1_p_uc,2829,Nikon,1x,1,CGN10497,VB11,,Base,1of2,External,Timo,p,uc
2830_CGN10497_VB11__2of2_Timo_1x1_d_uc,2830,Nikon,1x,1,CGN10497,VB11,,Base,2of2,External,Timo,d,uc
2831_CGN10497_VB11__2of2_Timo_1x1_l_uc,2831,Nikon,1x,1,CGN10497,VB11,,Base,2of2,External,Timo,l,uc
2832_CGN10497_VB11__2of2_Timo_1x1_p_uc,2832,Nikon,1x,1,CGN10497,VB11,,Base,2of2,External,Timo,p,uc
2833_CGN10497_VB11__1of2_Timo_1x1_d_uc,2833,Nikon,1x,1,CGN10497,VB11,,Base,1of2,External,Timo,d,uc
2834_CGN10497_VB11__1of2_Timo_1x1_l_uc,2834,Nikon,1x,1,CGN10497,VB11,,Base,1of2,External,Timo,l,uc
2835_CGN10497_VB11__1of2_Timo_1x1_p_uc,2835,Nikon,1x,1,CGN10497,VB11,,Base,1of2,External,Timo,p,uc
2836_CGN10497_VB11__2of2_Timo_1x1_d_uc,2836,Nikon,1x,1,CGN10497,VB11,,Base,2of2,External,Timo,d,uc
2837_CGN10497_VB11__2of2_Timo_1x1_l_uc,2837,Nikon,1x,1,CGN10497,VB11,,Base,2of2,External,Timo,l,uc
2838_CGN10497_VB11__2of2_Timo_1x1_p_uc,2838,Nikon,1x,1,CGN10497,VB11,,Base,2of2,External,Timo,p,uc
2839_CGN10497_VB7__1of2_Timo_1x1_d_uc,2839,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,d,uc
2840_CGN10497_VB7__1of2_Timo_1x1_l_uc,2840,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,l,uc
2841_CGN10497_VB7__1of2_Timo_1x1_p_uc,2841,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,p,uc
2842_CGN10497_VB7__2of2_Timo_1x1_d_uc,2842,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,d,uc
2843_CGN10497_VB7__2of2_Timo_1x1_l_uc,2843,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,l,uc
2844_CGN10497_VB7__2of2_Timo_1x1_p_uc,2844,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,p,uc
2845_CGN10497_VB7__1of2_Timo_1x1_d_uc,2845,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,d,uc
2846_CGN10497_VB7__1of2_Timo_1x1_l_uc,2846,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,l,uc
2847_CGN10497_VB7__1of2_Timo_1x1_p_uc,2847,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,p,uc
2848_CGN10497_VB7__2of2_Timo_1x1_d_uc,2848,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,d,uc
2849_CGN10497_VB7__2of2_Timo_1x1_l_uc,2849,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,l,uc
2850_CGN10497_VB7__2of2_Timo_1x1_p_uc,2850,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,p,uc
2851_CGN10497_VB7__1of2_Timo_1x1_d_uc,2851,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,d,uc
2852_CGN10497_VB7__1of2_Timo_1x1_l_uc,2852,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,l,uc
2853_CGN10497_VB7__1of2_Timo_1x1_p_uc,2853,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,p,uc
2854_CGN10497_VB7__2of2_Timo_1x1_d_uc,2854,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,d,uc
2855_CGN10497_VB7__2of2_Timo_1x1_l_uc,2855,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,l,uc
2856_CGN10497_VB7__2of2_Timo_1x1_p_uc,2856,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,p,uc
2857_CGN10497_VB7__1of2_Timo_1x1_d_uc,2857,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,d,uc
2858_CGN10497_VB7__1of2_Timo_1x1_l_uc,2858,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,l,uc
2859_CGN10497_VB7__1of2_Timo_1x1_p_uc,2859,Nikon,1x,1,CGN10497,VB7,,Mid,1of2,External,Timo,p,uc
2860_CGN10497_VB7__2of2_Timo_1x1_d_uc,2860,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,d,uc
2861_CGN10497_VB7__2of2_Timo_1x1_l_uc,2861,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,l,uc
2862_CGN10497_VB7__2of2_Timo_1x1_p_uc,2862,Nikon,1x,1,CGN10497,VB7,,Mid,2of2,External,Timo,p,uc
2863_CGN10497_VB8__2of2_Timo_1x1_d_uc,2863,Nikon,1x,1,CGN10497,VB8,,Mid,2of2,External,Timo,d,uc
2864_CGN10497_VB8__2of2_Timo_1x1_l_uc,2864,Nikon,1x,1,CGN10497,VB8,,Mid,2of2,External,Timo,l,uc
2865_CGN10497_VB8__2of2_Timo_1x1_p_uc,2865,Nikon,1x,1,CGN10497,VB8,,Mid,2of2,External,Timo,p,uc
