Filename,ID,Microscope,Objective,Mag,Accession,Ear /Bundles,Ear row,Ear Position,Spk position,Position type,taxon.code,View,Charred?,Mixed sample?
9433_cf. 2gr einkorn_4869_S1_Early_1x1_l_c,9433,Nikon,1x,1,3151,4869,,Early,S1,,Arch_New,l,c,Y
9434_indet_4869_S2_Early_1x1_d_c,9434,Nikon,1x,1,3151,4869,,Early,S2,,Arch_New,d,c,Y
9435_indet_4869_S2_Early_1x1_l_c,9435,Nikon,1x,1,3151,4869,,Early,S2,,Arch_New,l,c,Y
9436_EmmerORNew_22834_S2_Late_1x1_d_c,9436,Nikon,1x,1,12155,22834,,Late,S2,,Arch_Emmer,d,c,Y
9437_EmmerORNew_22834_S2_Late_1x1_l_c,9437,Nikon,1x,1,12155,22834,,Late,S2,,Arch_Emmer,l,c,Y
9440_EmmerORNew_22834_S4_Late_1x1_d_c,9440,Nikon,1x,1,12155,22834,,Late,S4,,Arch_New,d,c,Y
9441_EmmerORNew_22834_S4_Late_1x1_l_c,9441,Nikon,1x,1,12155,22834,,Late,S4,,Arch_New,l,c,Y
9444_EmmerORNew_22834_S6_Late_1x1_d_c,9444,Nikon,1x,1,12155,22834,,Late,S6,,Arch_Emmer,d,c,Y
9445_EmmerORNew_22834_S6_Late_1x1_l_c,9445,Nikon,1x,1,12155,22834,,Late,S6,,Arch_Emmer,l,c,Y
9446_2gr einkorn_3705_S2_Early_1x1_d_c,9446,Nikon,1x,1,1804,3705,,Early,S2,,Arch_New,d,c,Y
9447_2gr einkorn_3705_S2_Early_1x1_l_c,9447,Nikon,1x,1,1804,3705,,Early,S2,,Arch_New,l,c,Y
9448_EmmerorEinkorn_3705_S1_Early_1x1_d_c,9448,Nikon,1x,1,1804,3705,,Early,S1,,Arch_Emmer,d,c,Y
9449_EmmerorEinkorn_3705_S1_Early_1x1_l_c,9449,Nikon,1x,1,1804,3705,,Early,S1,,Arch_Emmer,l,c,Y
9454_Emmer_32046_S2_Middle_1x1_d_c,9454,Nikon,1x,1,12717,32046,,Middle,S2,,Arch_Emmer,d,c,Y
9455_Emmer_32046_S2_Middle_1x1_l_c,9455,Nikon,1x,1,12717,32046,,Middle,S2,,Arch_Emmer,l,c,Y
9462_Emmer_32046_S4_Middle_1x1_d_c,9462,Nikon,1x,1,12717,32046,,Middle,S4,,Arch_Emmer,d,c,Y
9463_Emmer_32046_S4_Middle_1x1_l_c,9463,Nikon,1x,1,12717,32046,,Middle,S4,,Arch_Emmer,l,c,Y
9464_Emmer_32046_S5_Middle_1x1_d_c,9464,Nikon,1x,1,12717,32046,,Middle,S5,,Arch_Emmer,d,c,Y
9465_Emmer_32046_S5_Middle_1x1_l_c,9465,Nikon,1x,1,12717,32046,,Middle,S5,,Arch_Emmer,l,c,Y
9468_Emmer_14305_S2_Late_1x1_d_c,9468,Nikon,1x,1,7104,14305,,Late,S2,,Arch_New,d,c,Y
9469_Emmer_14305_S2_Late_1x1_l_c,9469,Nikon,1x,1,7104,14305,,Late,S2,,Arch_New,l,c,Y
9470_NoID_14305_S1_Late_1x1_d_c,9470,Nikon,1x,1,7104,14305,,Late,S1,,Arch_New,d,c,Y
9471_NoID_14305_S1_Late_1x1_l_c,9471,Nikon,1x,1,7104,14305,,Late,S1,,Arch_New,l,c,Y
9472_New_14305_S1_Late_1x1_d_c,9472,Nikon,1x,1,7104,14305,,Late,S1,,Arch_New,d,c,Y
9473_New_14305_S1_Late_1x1_l_c,9473,Nikon,1x,1,7104,14305,,Late,S1,,Arch_New,l,c,Y
9476_New_20703_S16_Late_1x1_d_c,9476,Nikon,1x,1,10830,20703,,Late,S16,,Arch_New,d,c,Y
9477_New_20703_S16_Late_1x1_l_c,9477,Nikon,1x,1,10830,20703,,Late,S16,,Arch_New,l,c,Y
9478_New_20703_S17_Late_1x1_d_c,9478,Nikon,1x,1,10830,20703,,Late,S17,,Arch_New,d,c,Y
9479_New_20703_S17_Late_1x1_l_c,9479,Nikon,1x,1,10830,20703,,Late,S17,,Arch_New,l,c,Y
9506_NotID_20703_S5_Late_1x1_d_c,9506,Nikon,1x,1,10830,20703,,Late,S5,,Arch_Emmer,d,c,Y
9507_NotID_20703_S5_Arch_New_1x1_l_c,9507,Nikon,1x,1,10830,20703,,Late,S5,,Arch_Emmer,l,c,Y
9508_NotID_20703_S6_Arch_New_1x1_d_c,9508,Nikon,1x,1,10830,20703,,Late,S6,,Arch_Emmer,d,c,Y
9509_NotID_20703_S6_Arch_New_1x1_l_c,9509,Nikon,1x,1,10830,20703,,Late,S6,,Arch_Emmer,l,c,Y
9526_NotID_1588_S1_Arch_New_1x1_d_c,9526,Nikon,1x,1,295,1588,,Early,S1,,Arch_New,d,c,Y
9527_NotID_1588_S1_Arch_New_1x1_l_c,9527,Nikon,1x,1,295,1588,,Early,S1,,Arch_New,l,c,Y
9532_NotID_1588_S4_Arch_New_1x1_d_c,9532,Nikon,1x,1,295,1588,,Early,S4,,Arch_Emmer,d,c,Y
9533_NotID_1588_S4_Arch_New_1x1_l_c,9533,Nikon,1x,1,295,1588,,Early,S4,,Arch_Emmer,l,c,Y
9534_NotID_1588_S5_Arch_New_1x1_d_c,9534,Nikon,1x,1,295,1588,,Early,S5,,Arch_New,d,c,Y
9535_NotID_1588_S5_Arch_New_1x1_l_c,9535,Nikon,1x,1,295,1588,,Early,S5,,Arch_New,l,c,Y
9538_NotID_1588_S7_Arch_New_1x1_d_c,9538,Nikon,1x,1,295,1588,,Early,S7,,Arch_New,d,c,Y
9539_NotID_1588_S7_Arch_New_1x1_l_c,9539,Nikon,1x,1,295,1588,,Early,S7,,Arch_New,l,c,Y
9540_NotID_1588_S8_Arch_New_1x1_d_c,9540,Nikon,1x,1,295,1588,,Early,S8,,Arch_New,d,c,Y
9541_NotID_1588_S8_Arch_New_1x1_l_c,9541,Nikon,1x,1,295,1588,,Early,S8,,Arch_New,l,c,Y
9544_NotID_1588_S10_Arch_New_1x1_d_c,9544,Nikon,1x,1,295,1588,,Early,S10,,Arch_Emmer,d,c,Y
9545_NotID_1588_S10_Arch_New_1x1_l_c,9545,Nikon,1x,1,295,1588,,Early,S10,,Arch_Emmer,l,c,Y
9552_NotID_1588_S14_Arch_New_1x1_d_c,9552,Nikon,1x,1,295,1588,,Early,S14,,Arch_New,d,c,Y
9553_NotID_1588_S14_Arch_New_1x1_l_c,9553,Nikon,1x,1,295,1588,,Early,S14,,Arch_New,l,c,Y
9554_2S_GW_1084_S1_Arch_New_1x1_d_c,9554,Nikon,1x,1,8328,1084,,Late,S1,,Arch_New,d,c,Y
9555_2S_GW_1084_S1_Arch_New_1x1_l_c,9555,Nikon,1x,1,8328,1084,,Late,S1,,Arch_New,l,c,Y
9566_Emmer_16268_S1_Arch_New_1x1_d_c,9566,Nikon,1x,1,7861,16268,,Late,S1,,Arch_Emmer,d,c,Y
9567_Emmer_16268_S1_Arch_New_1x1_l_c,9567,Nikon,1x,1,7861,16268,,Late,S1,,Arch_Emmer,l,c,Y
9574_Emmer_18949_S1_Arch_Newdle_1x1_d_c,9574,Nikon,1x,1,9255,18949,,Mid,S1,,Arch_Emmer,d,c,N
9575_Emmer_18949_S1_Arch_Newdle_1x1_l_c,9575,Nikon,1x,1,9255,18949,,Mid,S1,,Arch_Emmer,l,c,N
9576_Emmer_18949_S2_Arch_Newdle_1x1_d_c,9576,Nikon,1x,1,9255,18949,,Mid,S2,,Arch_Emmer,d,c,N
9577_Emmer_18949_S2_Arch_Newdle_1x1_l_c,9577,Nikon,1x,1,9255,18949,,Mid,S2,,Arch_Emmer,l,c,N
9578_2S_GW_18949_S1_Arch_Newdle_1x1_d_c,9578,Nikon,1x,1,9255,18949,,Mid,S1,,Arch_Emmer,d,c,N
9579_2S_GW_18949_S1_Arch_Newdle_1x1_l_c,9579,Nikon,1x,1,9255,18949,,Mid,S1,,Arch_Emmer,l,c,N
9580_Emmer_31320_S1_Arch_New_1x1_d_c,9580,Nikon,1x,1,12089,31320,,Late,S1,,Arch_Emmer,d,c,Y
9581_Emmer_31320_S1_Arch_New_1x1_l_c,9581,Nikon,1x,1,12089,31320,,Late,S1,,Arch_Emmer,l,c,Y
9584_Mixed_31320_S2_Arch_New_1x1_d_c,9584,Nikon,1x,1,12089,31320,,Late,S2,,Arch_New,d,c,Y
9585_Mixed_31320_S2_Arch_New_1x1_l_c,9585,Nikon,1x,1,12089,31320,,Late,S2,,Arch_New,l,c,Y
9586_Emmer_31320_S2_Arch_New_1x1_d_c,9586,Nikon,1x,1,12089,31320,,Late,S2,,Arch_New,d,c,Y
9587_Emmer_31320_S2_Arch_New_1x1_l_c,9587,Nikon,1x,1,12089,31320,,Late,S2,,Arch_New,l,c,Y
9588_Emmer_31320_S3_Arch_New_1x1_d_c,9588,Nikon,1x,1,12089,31320,,Late,S3,,Arch_Emmer,d,c,Y
9589_Emmer_31320_S3_Arch_New_1x1_l_c,9589,Nikon,1x,1,12089,31320,,Late,S3,,Arch_Emmer,l,c,Y
9596_Mixed_31320_S6_Arch_New_1x1_d_c,9596,Nikon,1x,1,12089,31320,,Late,S6,,Arch_Emmer,d,c,Y
9597_Mixed_31320_S6_Arch_New_1x1_l_c,9597,Nikon,1x,1,12089,31320,,Late,S6,,Arch_Emmer,l,c,Y
9602_2gr.einkorn_4917_S1_Arch_New_1x1_d_c,9602,Nikon,1x,1,2985,4917,,Early,S1,,Arch_New,d,c,Y
9603_2gr.einkorn_4917_S1_Arch_New_1x1_l_c,9603,Nikon,1x,1,2985,4917,,Early,S1,,Arch_New,l,c,Y
9604_Emmer_1612_S1_Arch_New_1x1_d_c,9604,Nikon,1x,1,345,1612,,Early,S1,,Arch_Emmer,d,c,Y
9605_Emmer_1612_S1_Arch_New_1x1_l_c,9605,Nikon,1x,1,345,1612,,Early,S1,,Arch_Emmer,l,c,Y
9606_2gr.einkorn_1612_S1_Arch_New_1x1_d_c,9606,Nikon,1x,1,345,1612,,Early,S1,,Arch_New,d,c,Y
9607_2gr.einkorn_1612_S1_Arch_New_1x1_l_c,9607,Nikon,1x,1,345,1612,,Early,S1,,Arch_New,l,c,Y
9608_Emmer_2032_S1_Early_1x1_d_c,9608,Nikon,1x,1,830,2032,,Early,S1,,Arch_Emmer,d,c,Y
9609_Emmer_2032_S1_Early_1x1_l_c,9609,Nikon,1x,1,830,2032,,Early,S1,,Arch_Emmer,l,c,Y
9610_EmmerORNew_4937_S1_Early_1x1_d_c,9610,Nikon,1x,1,3099,4937,,Early,S1,,Arch_Emmer,d,c,Y
9611_EmmerORNew_4937_S1_Early_1x1_l_c,9611,Nikon,1x,1,3099,4937,,Early,S1,,Arch_Emmer,l,c,Y
9614_Mixed_23214_S1_Early_1x1_d_c,9614,Nikon,1x,1,13325,23214,,Early,S1,,Arch_Emmer,d,c,Y
9615_Mixed_23214_S1_Early_1x1_l_c,9615,Nikon,1x,1,13325,23214,,Early,S1,,Arch_Emmer,l,c,Y
9616_2S_GW_23203_S1_Early_1x1_d_c,9616,Nikon,1x,1,13253,23203,,Early,S1,,Arch_New,d,c,Y
9617_2S_GW_23203_S1_Early_1x1_l_c,9617,Nikon,1x,1,13253,23203,,Early,S1,,Arch_New,l,c,Y
9618_Emmer_4256_S1_Early_1x1_d_c,9618,Nikon,1x,1,2535,4256,,Early,S1,,Arch_Emmer,d,c,Y
9619_Emmer_4256_S1_Early_1x1_l_c,9619,Nikon,1x,1,2535,4256,,Early,S1,,Arch_Emmer,l,c,Y
9622_NotID_1664_S1_Early_1x1_d_c,9622,Nikon,1x,1,513,1664,,Early,S1,,Arch_New,d,c,Y
9623_NotID_1664_S1_Early_1x1_l_c,9623,Nikon,1x,1,513,1664,,Early,S1,,Arch_New,l,c,Y
9624_cf.New_14132_S1_Late_1x1_d_c,9624,Nikon,1x,1,7107,14132,,Late,S1,,Arch_New,d,c,Y
9625_cf.New_14132_S1_Late_1x1_l_c,9625,Nikon,1x,1,7107,14132,,Late,S1,,Arch_New,l,c,Y
9626_NotID_14132_S1_Late_1x1_d_c,9626,Nikon,1x,1,7107,14132,,Late,S1,,Arch_New,d,c,Y
9627_NotID_14132_S1_Late_1x1_l_c,9627,Nikon,1x,1,7107,14132,,Late,S1,,Arch_New,l,c,Y
9628_NotID_14132_S2_Late_1x1_d_c,9628,Nikon,1x,1,7107,14132,,Late,S2,,Arch_New,d,c,Y
9629_NotID_14132_S2_Late_1x1_l_c,9629,Nikon,1x,1,7107,14132,,Late,S2,,Arch_New,l,c,Y
9630_NotID_14132_S3_Late_1x1_d_c,9630,Nikon,1x,1,7107,14132,,Late,S3,,Arch_Emmer,d,c,Y
9631_NotID_14132_S3_Late_1x1_l_c,9631,Nikon,1x,1,7107,14132,,Late,S3,,Arch_Emmer,l,c,Y
9632_NotID_14132_S4_Late_1x1_d_c,9632,Nikon,1x,1,7107,14132,,Late,S4,,Arch_New,d,c,Y
9633_NotID_14132_S4_Late_1x1_l_c,9633,Nikon,1x,1,7107,14132,,Late,S4,,Arch_New,l,c,Y
9634_NotID_14132_S5_Late_1x1_d_c,9634,Nikon,1x,1,7107,14132,,Late,S5,,Arch_Emmer,d,c,Y
9635_NotID_14132_S5_Late_1x1_l_c,9635,Nikon,1x,1,7107,14132,,Late,S5,,Arch_Emmer,l,c,Y
9636_NotID_14132_S6_Late_1x1_d_c,9636,Nikon,1x,1,7107,14132,,Late,S6,,Arch_New,d,c,Y
9637_NotID_14132_S6_Late_1x1_l_c,9637,Nikon,1x,1,7107,14132,,Late,S6,,Arch_New,l,c,Y
9638_NotID_14132_S7_Late_1x1_d_c,9638,Nikon,1x,1,7107,14132,,Late,S7,,Arch_New,d,c,Y
9639_NotID_14132_S7_Late_1x1_l_c,9639,Nikon,1x,1,7107,14132,,Late,S7,,Arch_New,l,c,Y
9640_NotID_14132_S8_Late_1x1_d_c,9640,Nikon,1x,1,7107,14132,,Late,S8,,Arch_New,d,c,Y
9641_NotID_14132_S8_Late_1x1_l_c,9641,Nikon,1x,1,7107,14132,,Late,S8,,Arch_New,l,c,Y
9642_NotID_14132_S9_Late_1x1_d_c,9642,Nikon,1x,1,7107,14132,,Late,S9,,Arch_New,d,c,Y
9643_NotID_14132_S9_Late_1x1_l_c,9643,Nikon,1x,1,7107,14132,,Late,S9,,Arch_New,l,c,Y
9650_Emmer_17082_S1_Late_1x1_d_c,9650,Nikon,1x,1,8326,17082,,Late,S1,,Arch_Emmer,d,c,Y
9651_Emmer_17082_S1_Late_1x1_l_c,9651,Nikon,1x,1,8326,17082,,Late,S1,,Arch_Emmer,l,c,Y
9654_New_17082_S1_Late_1x1_d_c,9654,Nikon,1x,1,8326,17082,,Late,S1,,Arch_New,d,c,Y
9655_New_17082_S1_Late_1x1_l_c,9655,Nikon,1x,1,8326,17082,,Late,S1,,Arch_New,l,c,Y
9656_New_17082_S2_Late_1x1_d_c,9656,Nikon,1x,1,8326,17082,,Late,S2,,Arch_New,d,c,Y
9657_New_17082_S2_Late_1x1_l_c,9657,Nikon,1x,1,8326,17082,,Late,S2,,Arch_New,l,c,Y
9660_New_17082_S4_Late_1x1_d_c,9660,Nikon,1x,1,8326,17082,,Late,S4,,Arch_New,d,c,Y
9661_New_17082_S4_Late_1x1_l_c,9661,Nikon,1x,1,8326,17082,,Late,S4,,Arch_New,l,c,Y
9662_NotID_17082_S1_Late_1x1_d_c,9662,Nikon,1x,1,8326,17082,,Late,S1,,Arch_Emmer,d,c,Y
9663_NotID_17082_S1_Late_1x1_l_c,9663,Nikon,1x,1,8326,17082,,Late,S1,,Arch_Emmer,l,c,Y
9664_NotID_22334_S1_Late_1x1_d_c,9664,Nikon,1x,1,12576,22334,,Early,S1,,Arch_New,d,c,Y
9665_NotID_22334_S1_Late_1x1_l_c,9665,Nikon,1x,1,12576,22334,,Early,S1,,Arch_New,l,c,Y
9666_NotID_22334_S2_Late_1x1_d_c,9666,Nikon,1x,1,12576,22334,,Early,S2,,Arch_Emmer,d,c,Y
9667_NotID_22334_S2_Late_1x1_l_c,9667,Nikon,1x,1,12576,22334,,Early,S2,,Arch_Emmer,l,c,Y
9668_NotID_32405_S1_Early_1x1_d_c,9668,Nikon,1x,1,12663,32405,,Early,S1,,Arch_Emmer,d,c,Y
9669_NotID_32405_S1_Early_1x1_l_c,9669,Nikon,1x,1,12663,32405,,Early,S1,,Arch_Emmer,l,c,Y
9670_NotID_22713_S1_Late_1x1_d_c,9670,Nikon,1x,1,11856,22713,,Late,S1,,Arch_New,d,c,Y
9671_New_22713_S1_Late_1x1_l_c,9671,Nikon,1x,1,11856,22713,,Late,S1,,Arch_New,l,c,Y
9678_New_22713_S5_Late_1x1_d_c,9678,Nikon,1x,1,11856,22713,,Late,S5,,Arch_Emmer,d,c,Y
9679_New_22713_S5_Late_1x1_l_c,9679,Nikon,1x,1,11856,22713,,Late,S5,,Arch_Emmer,l,c,Y
9684_cf.Emmer_22713_S2_Late_1x1_d_c,9684,Nikon,1x,1,11856,22713,,Late,S2,,Arch_Emmer,d,c,Y
9685_cf.Emmer_22713_S2_Late_1x1_l_c,9685,Nikon,1x,1,11856,22713,,Late,S2,,Arch_Emmer,l,c,Y
9686_New_22823_S1_Late_1x1_d_c,9686,Nikon,1x,1,12296,22823,,Late,S1,,Arch_New,d,c,Y
9687_New_22823_S1_Late_1x1_l_c,9687,Nikon,1x,1,12296,22823,,Late,S1,,Arch_New,l,c,Y
9688_Emmer_22823_S1_Late_1x1_d_c,9688,Nikon,1x,1,12296,22823,,Late,S1,,Arch_Emmer,d,c,Y
9689_Emmer_22823_S1_Late_1x1_l_c,9689,Nikon,1x,1,12296,22823,,Late,S1,,Arch_Emmer,l,c,Y
9690_NotID_32453_S1_Early_1x1_d_c,9690,Nikon,1x,1,12755,32453,,Early,S1,,Arch_Emmer,d,c,Y
9691_NotID_32453_S1_Early_1x1_l_c,9691,Nikon,1x,1,12755,32453,,Early,S1,,Arch_Emmer,l,c,Y
9692_Emmer_22867_S1_Late_1x1_d_c,9692,Nikon,1x,1,12317,22867,,Late,S1,,Arch_Emmer,d,c,Y
9693_Emmer_22867_S1_Late_1x1_l_c,9693,Nikon,1x,1,12317,22867,,Late,S1,,Arch_Emmer,l,c,Y
9694_Emmer_22867_S2_Late_1x1_d_c,9694,Nikon,1x,1,12317,22867,,Late,S2,,Arch_Emmer,d,c,Y
9695_Emmer_22867_S2_Late_1x1_l_c,9695,Nikon,1x,1,12317,22867,,Late,S2,,Arch_Emmer,l,c,Y
9698_NotID_22867_S1_Late_1x1_d_c,9698,Nikon,1x,1,12317,22867,,Late,S1,,Arch_New,d,c,Y
9699_NotID_22867_S1_Late_1x1_l_c,9699,Nikon,1x,1,12317,22867,,Late,S1,,Arch_New,l,c,Y
9704_Emmer_20403_S1_Middle_1x1_d_c,9704,Nikon,1x,1,9798,20403,,Middle,S1,,Arch_New,d,c,Y
9705_Emmer_20403_S1_Middle_1x1_l_c,9705,Nikon,1x,1,9798,20403,,Middle,S1,,Arch_New,l,c,Y
9706_NotID_20403_S2_Middle_1x1_d_c,9706,Nikon,1x,1,9798,20403,,Middle,S2,,Arch_Emmer,d,c,Y
9707_NotID_20403_S2_Middle_1x1_l_c,9707,Nikon,1x,1,9798,20403,,Middle,S2,,Arch_Emmer,l,c,Y
9712_Emmer_20403_S2_Middle_1x1_d_c,9712,Nikon,1x,1,9798,20403,,Middle,S2,,Arch_New,d,c,Y
9713_Emmer_20403_S2_Middle_1x1_l_c,9713,Nikon,1x,1,9798,20403,,Middle,S2,,Arch_New,l,c,Y
9714_New_22656_S1_Middle_1x1_d_c,9714,Nikon,1x,1,11995,22656,,Middle,S1,,Arch_New,d,c,N
9715_New_22656_S1_Middle_1x1_l_c,9715,Nikon,1x,1,11995,22656,,Middle,S1,,Arch_New,l,c,N
9718_New_22656_S3_Middle_1x1_d_c,9718,Nikon,1x,1,11995,22656,,Middle,S3,,Arch_New,d,c,N
9719_New_22656_S3_Middle_1x1_l_c,9719,Nikon,1x,1,11995,22656,,Middle,S3,,Arch_New,l,c,N
9720_New_22656_S4_Middle_1x1_d_c,9720,Nikon,1x,1,11995,22656,,Middle,S4,,Arch_New,d,c,N
9721_New_22656_S4_Middle_1x1_l_c,9721,Nikon,1x,1,11995,22656,,Middle,S4,,Arch_New,l,c,N
9722_New_22656_S5_Middle_1x1_d_c,9722,Nikon,1x,1,11995,22656,,Middle,S5,,Arch_New,d,c,N
9723_New_22656_S5_Middle_1x1_l_c,9723,Nikon,1x,1,11995,22656,,Middle,S5,,Arch_New,l,c,N
9724_New_22656_S6_Middle_1x1_d_c,9724,Nikon,1x,1,11995,22656,,Middle,S6,,Arch_New,d,c,N
9725_New_22656_S6_Middle_1x1_l_c,9725,Nikon,1x,1,11995,22656,,Middle,S6,,Arch_New,l,c,N
9730_New_22656_S9_Middle_1x1_d_c,9730,Nikon,1x,1,11995,22656,,Middle,S9,,Arch_New,d,c,N
9731_New_22656_S9_Middle_1x1_l_c,9731,Nikon,1x,1,11995,22656,,Middle,S9,,Arch_New,l,c,N
9732_New_22656_S10_Middle_1x1_d_c,9732,Nikon,1x,1,11995,22656,,Middle,S10,,Arch_New,d,c,N
9733_New_22656_S10_Middle_1x1_l_c,9733,Nikon,1x,1,11995,22656,,Middle,S10,,Arch_New,l,c,N
9738_New_22656_S13_Middle_1x1_d_c,9738,Nikon,1x,1,11995,22656,,Middle,S13,,Arch_New,d,c,N
9739_New_22656_S13_Middle_1x1_l_c,9739,Nikon,1x,1,11995,22656,,Middle,S13,,Arch_New,l,c,N
9746_New_22656_S17_Middle_1x1_d_c,9746,Nikon,1x,1,11995,22656,,Middle,S17,,Arch_New,d,c,N
9747_New_22656_S17_Middle_1x1_l_c,9747,Nikon,1x,1,11995,22656,,Middle,S17,,Arch_New,l,c,N
9748_New_22656_S18_Middle_1x1_d_c,9748,Nikon,1x,1,11995,22656,,Middle,S18,,Arch_New,d,c,N
9749_New_22656_S18_Middle_1x1_l_c,9749,Nikon,1x,1,11995,22656,,Middle,S18,,Arch_New,l,c,N
9750_Emmer_1513_S1_Early_1x1_d_c,9750,Nikon,1x,1,366,1513,,Early,S1,,Arch_Emmer,d,c,Y
9751_Emmer_1513_S1_Early_1x1_l_c,9751,Nikon,1x,1,366,1513,,Early,S1,,Arch_Emmer,l,c,Y
9752_EmmerORNew_1513_S2_Early_1x1_d_c,9752,Nikon,1x,1,366,1513,,Early,S2,,Arch_New,d,c,Y
9753_EmmerORNew_1513_S2_Early_1x1_l_c,9753,Nikon,1x,1,366,1513,,Early,S2,,Arch_New,l,c,Y
9754_2gr.einkorn_1513_S1_Early_1x1_d_c,9754,Nikon,1x,1,366,1513,,Early,S1,,Arch_Emmer,d,c,Y
9755_2gr.einkorn_1513_S1_Early_1x1_l_c,9755,Nikon,1x,1,366,1513,,Early,S1,,Arch_Emmer,l,c,Y
9758_Emmer_1291_S1_Middle_1x1_d_c,9758,Nikon,1x,1,332,1291,,Middle,S1,,Arch_Emmer,d,c,Y
9759_Emmer_1291_S1_Middle_1x1_l_c,9759,Nikon,1x,1,332,1291,,Middle,S1,,Arch_Emmer,l,c,Y
9762_Emmer_1254_S1_Middle_1x1_d_c,9762,Nikon,1x,1,282,1254,,Mid,S1,,Arch_Emmer,d,c,N
9763_Emmer_1254_S1_Middle_1x1_l_c,9763,Nikon,1x,1,282,1254,,Mid,S1,,Arch_Emmer,l,c,N
9766_Emmer_8391_S1_Middle_1x1_d_c,9766,Nikon,1x,1,5030,8391,,Middle,S1,,Arch_New,d,c,Y
9767_Emmer_8391_S1_Middle_1x1_l_c,9767,Nikon,1x,1,5030,8391,,Middle,S1,,Arch_New,l,c,Y
9768_Emmer_8253_S1_Late_1x1_d_c,9768,Nikon,1x,1,4741,8253,,Late,S1,,Arch_Emmer,d,c,Y
9769_Emmer_8253_S1_Late_1x1_l_c,9769,Nikon,1x,1,4741,8253,,Late,S1,,Arch_Emmer,l,c,Y
9770_Emmer_1889_S1_Early_1x1_d_c,9770,Nikon,1x,1,813,1889,,Early,S1,,Arch_Emmer,d,c,Y
9771_Emmer_1889_S1_Early_1x1_l_c,9771,Nikon,1x,1,813,1889,,Early,S1,,Arch_Emmer,l,c,Y
9772_EmmerOREinkorn_1889_S1_Early_1x1_d_c,9772,Nikon,1x,1,813,1889,,Early,S1,,Arch_Emmer,d,c,Y
9773_EmmerOREinkorn_1889_S1_Early_1x1_l_c,9773,Nikon,1x,1,813,1889,,Early,S1,,Arch_Emmer,l,c,Y
9774_Emmer_18596_S18_Mid_1x1_d_c,9774,Nikon,1x,1,18596,18596,,Mid,S18,,Arch_Emmer,d,c,N
9775_Emmer_18596_S18_Mid_1x1_l_c,9775,Nikon,1x,1,18596,18596,,Mid,S18,,Arch_Emmer,l,c,N
9776_Emmer_18596_S19_Mid_1x1_d_c,9776,Nikon,1x,1,18596,18596,,Mid,S19,,Arch_Emmer,d,c,N
9777_Emmer_18596_S19_Mid_1x1_l_c,9777,Nikon,1x,1,18596,18596,,Mid,S19,,Arch_Emmer,l,c,N
9778_Emmer_18596_S20_Mid_1x1_d_c,9778,Nikon,1x,1,18596,18596,,Mid,S20,,Arch_Emmer,d,c,N
9779_Emmer_18596_S20_Mid_1x1_l_c,9779,Nikon,1x,1,18596,18596,,Mid,S20,,Arch_Emmer,l,c,N
9780_Emmer_18596_S21_Mid_1x1_d_c,9780,Nikon,1x,1,18596,18596,,Mid,S21,,Arch_Emmer,d,c,N
9781_Emmer_18596_S21_Mid_1x1_l_c,9781,Nikon,1x,1,18596,18596,,Mid,S21,,Arch_Emmer,l,c,N
9782_Emmer_18596_S22_Mid_1x1_d_c,9782,Nikon,1x,1,18596,18596,,Mid,S22,,Arch_Emmer,d,c,N
9783_Emmer_18596_S22_Mid_1x1_l_c,9783,Nikon,1x,1,18596,18596,,Mid,S22,,Arch_Emmer,l,c,N
9784_Emmer_18596_S23_Mid_1x1_d_c,9784,Nikon,1x,1,18596,18596,,Mid,S23,,Arch_Emmer,d,c,N
9785_Emmer_18596_S23_Mid_1x1_l_c,9785,Nikon,1x,1,18596,18596,,Mid,S23,,Arch_Emmer,l,c,N
9786_Emmer_18596_S24_Mid_1x1_d_c,9786,Nikon,1x,1,18596,18596,,Mid,S24,,Arch_Emmer,d,c,N
9787_Emmer_18596_S24_Mid_1x1_l_c,9787,Nikon,1x,1,18596,18596,,Mid,S24,,Arch_Emmer,l,c,N
9788_Emmer_18596_S25_Mid_1x1_d_c,9788,Nikon,1x,1,18596,18596,,Mid,S25,,Arch_Emmer,d,c,N
9789_Emmer_18596_S25_Mid_1x1_l_c,9789,Nikon,1x,1,18596,18596,,Mid,S25,,Arch_Emmer,l,c,N
9790_Emmer_18596_S26_Mid_1x1_d_c,9790,Nikon,1x,1,18596,18596,,Mid,S26,,Arch_Emmer,d,c,N
9791_Emmer_18596_S26_Mid_1x1_l_c,9791,Nikon,1x,1,18596,18596,,Mid,S26,,Arch_Emmer,l,c,N
9792_Emmer_18596_S27_Mid_1x1_d_c,9792,Nikon,1x,1,18596,18596,,Mid,S27,,Arch_Emmer,d,c,N
9793_Emmer_18596_S27_Mid_1x1_l_c,9793,Nikon,1x,1,18596,18596,,Mid,S27,,Arch_Emmer,l,c,N
9794_Emmer_18596_S28_Mid_1x1_d_c,9794,Nikon,1x,1,18596,18596,,Mid,S28,,Arch_Emmer,d,c,N
9795_Emmer_18596_S28_Mid_1x1_l_c,9795,Nikon,1x,1,18596,18596,,Mid,S28,,Arch_Emmer,l,c,N
9796_Emmer_18596_S29_Mid_1x1_d_c,9796,Nikon,1x,1,18596,18596,,Mid,S29,,Arch_Emmer,d,c,N
9797_Emmer_18596_S29_Mid_1x1_l_c,9797,Nikon,1x,1,18596,18596,,Mid,S29,,Arch_Emmer,l,c,N
