Filename,ID,Microscope,Objective,Mag,Accession,Ear /Bundles,Ear row,Ear Position,Spk position,Position type,taxon.code,View,Charred?
9714_New_22656_S1_Middle_1x1_d_c,9714,Nikon,1x,1,11995,22656,,Middle,S1,,Arch_New,d,c
9715_New_22656_S1_Middle_1x1_l_c,9715,Nikon,1x,1,11995,22656,,Middle,S1,,Arch_New,l,c
9718_New_22656_S3_Middle_1x1_d_c,9718,Nikon,1x,1,11995,22656,,Middle,S3,,Arch_New,d,c
9719_New_22656_S3_Middle_1x1_l_c,9719,Nikon,1x,1,11995,22656,,Middle,S3,,Arch_New,l,c
9720_New_22656_S4_Middle_1x1_d_c,9720,Nikon,1x,1,11995,22656,,Middle,S4,,Arch_New,d,c
9721_New_22656_S4_Middle_1x1_l_c,9721,Nikon,1x,1,11995,22656,,Middle,S4,,Arch_New,l,c
9722_New_22656_S5_Middle_1x1_d_c,9722,Nikon,1x,1,11995,22656,,Middle,S5,,Arch_New,d,c
9723_New_22656_S5_Middle_1x1_l_c,9723,Nikon,1x,1,11995,22656,,Middle,S5,,Arch_New,l,c
9724_New_22656_S6_Middle_1x1_d_c,9724,Nikon,1x,1,11995,22656,,Middle,S6,,Arch_New,d,c
9725_New_22656_S6_Middle_1x1_l_c,9725,Nikon,1x,1,11995,22656,,Middle,S6,,Arch_New,l,c
9730_New_22656_S9_Middle_1x1_d_c,9730,Nikon,1x,1,11995,22656,,Middle,S9,,Arch_New,d,c
9731_New_22656_S9_Middle_1x1_l_c,9731,Nikon,1x,1,11995,22656,,Middle,S9,,Arch_New,l,c
9732_New_22656_S10_Middle_1x1_d_c,9732,Nikon,1x,1,11995,22656,,Middle,S10,,Arch_New,d,c
9733_New_22656_S10_Middle_1x1_l_c,9733,Nikon,1x,1,11995,22656,,Middle,S10,,Arch_New,l,c
9738_New_22656_S13_Middle_1x1_d_c,9738,Nikon,1x,1,11995,22656,,Middle,S13,,Arch_New,d,c
9739_New_22656_S13_Middle_1x1_l_c,9739,Nikon,1x,1,11995,22656,,Middle,S13,,Arch_New,l,c
9746_New_22656_S17_Middle_1x1_d_c,9746,Nikon,1x,1,11995,22656,,Middle,S17,,Arch_New,d,c
9747_New_22656_S17_Middle_1x1_l_c,9747,Nikon,1x,1,11995,22656,,Middle,S17,,Arch_New,l,c
9748_New_22656_S18_Middle_1x1_d_c,9748,Nikon,1x,1,11995,22656,,Middle,S18,,Arch_New,d,c
9749_New_22656_S18_Middle_1x1_l_c,9749,Nikon,1x,1,11995,22656,,Middle,S18,,Arch_New,l,c
9752_EmmerORNew_1513_S2_Early_1x1_d_c,9752,Nikon,1x,1,366,1513,,Early,S2,,Arch_New,d,c
9753_EmmerORNew_1513_S2_Early_1x1_l_c,9753,Nikon,1x,1,366,1513,,Early,S2,,Arch_New,l,c
9766_Emmer_8391_S1_Middle_1x1_d_c,9766,Nikon,1x,1,5030,8391,,Middle,S1,,Arch_New,d,c
9767_Emmer_8391_S1_Middle_1x1_l_c,9767,Nikon,1x,1,5030,8391,,Middle,S1,,Arch_New,l,c
9804_Emmer_1664_S1_Early_1x1_d_c,9804,Nikon,1x,1,513,1664,,Early,S1,,Arch_New,d,
9805_Emmer_1664_S1_Early_1x1_l_c,9805,Nikon,1x,1,513,1664,,Early,S1,,Arch_New,l,
9814_NT_2024_S1_Early_1x1_d_c,9814,Nikon,1x,1,2236,2024,,Early,S1,,Arch_New,d,
9815_NT_2024_S1_Early_1x1_l_c,9815,Nikon,1x,1,2236,2024,,Early,S1,,Arch_New,l,
9824_NotID_2364_S1_Early_1x1_d_c,9824,Nikon,1x,1,1038,2364,,Early,S1,,Arch_New,d,
9825_NotID_2364_S1_Early_1x1_l_c,9825,Nikon,1x,1,1038,2364,,Early,S1,,Arch_New,l,
9836_2gr einkorn_5302_S2_Early_1x1_d_c,9836,Nikon,1x,1,3666,5302,,Early,S2,,Arch_New,d,
9837_2gr einkorn_5302_S2_Early_1x1_l_c,9837,Nikon,1x,1,3666,5302,,Early,S2,,Arch_New,l,
9838_Einkorn indet_5302_S1_Early_1x1_d_c,9838,Nikon,1x,1,3666,5302,,Early,S1,,Arch_New,d,c
9839_Einkorn indet_5302_S1_Early_1x1_l_c,9839,Nikon,1x,1,3666,5302,,Early,S1,,Arch_New,l,c
9840_Einkorn indet_5302_S2_Early_1x1_d_c,9840,Nikon,1x,1,3666,5302,,Early,S2,,Arch_New,d,
9841_Einkorn indet_5302_S2_Early_1x1_l_c,9841,Nikon,1x,1,3666,5302,,Early,S2,,Arch_New,l,
9844_cfemmer_5277_S1_Early_1x1_d_c,9844,Nikon,1x,1,3324,5277,,Early,S1,,Arch_New,d,
9845_cfemmer_5277_S1_Early_1x1_l_c,9845,Nikon,1x,1,3324,5277,,Early,S1,,Arch_New,l,
9846_2gr einkorn_2346_S1_Early_1x1_d_c,9846,Nikon,1x,1,1010,2346,,Early,S1,,Arch_New,d,c
9847_2gr einkorn_2346_S1_Early_1x1_l_c,9847,Nikon,1x,1,1010,2346,,Early,S1,,Arch_New,l,c
9850_emmerOReinkorn_4869_S1_Early_1x1_d_c,9850,Nikon,1x,1,3151,4869,,Early,S1,,Arch_New,d,
9851_emmerOReinkorn_4869_S1_Early_1x1_l_c,9851,Nikon,1x,1,3151,4869,,Early,S1,,Arch_New,l,
